213008,宝盈资源优选混合
168501,北信瑞丰产业升级多策略混合
004564,北信瑞丰鼎利债券A
005193,北信瑞丰鼎利债券C
002745,北信瑞丰丰利混合
005376,北信瑞丰华丰灵活配置
001056,北信瑞丰健康生活主题灵活配置
001154,北信瑞丰平安中国主题灵活配置
002123,北信瑞丰外延增长
000744,北信瑞丰稳定收益A
000745,北信瑞丰稳定收益C
002194,北信瑞丰稳定增强偏债混合
000981,北信瑞丰现金添利货币A
000982,北信瑞丰现金添利货币B
001866,北信瑞丰新成长灵活配置混合
004829,北信瑞丰兴瑞灵活配置混合
004352,北信瑞丰研究精选股票
000871,北信瑞丰宜投宝A
000872,北信瑞丰宜投宝B
001829,北信瑞丰中国智造主题混合
007044,博道沪深300增强A
007045,博道沪深300增强C
006160,博道启航混合A
006161,博道启航混合C
007470,博道叁佰智航A
007471,博道叁佰智航C
007126,博道远航混合A
007127,博道远航混合C
006593,博道中证500增强A
006594,博道中证500增强C
006511,博道卓远混合A
006512,博道卓远混合C
003564,博时安诚3个月定开债A
003565,博时安诚3个月定开债C
160515,博时安丰18个月定开债(LOF)A
160523,博时安丰18个月定开债(LOF)C
003682,博时安弘一年定期开放债券A
003683,博时安弘一年定期开放债券C
501100,博时安康定开债(LOF)
003239,博时安祺一年定期开放债券A
003240,博时安祺一年定期开放债券C
002904,博时安仁一年定期开放债券A
002905,博时安仁一年定期开放债券C
002476,博时安瑞18个月定期开放债券A
002477,博时安瑞18个月定期开放债券C
002356,博时安泰18个月定期开放债券A
002357,博时安泰18个月定期开放债券C
050028,博时安心收益定期开放债券A
050128,博时安心收益定期开放债券C
002625,博时安怡6个月定期开放债券
000084,博时安盈债券A
000085,博时安盈债券C
002048,博时安誉18个月定期开放债券
511860,博时保证金实时交易ETF
513500,博时标普500ETF(QDII)
050025,博时标普500ETF联接A
006075,博时标普500ETF联接C
050012,博时策略混合
000936,博时产业新动力灵活配置混合A
005878,博时产业新动力灵活配置混合C
005482,博时创新驱动混合A
005483,博时创新驱动混合C
159908,博时创业板ETF
050021,博时创业板ETF联接A
006733,博时创业板ETF联接C
050014,博时创业成长混合A
002553,博时创业成长混合C
050015,博时大中华亚太(QDII)
000927,博时大中华亚太(QDII-美元)
050008,博时第三产业混合
003651,博时丰达6个月定开债发起式
004689,博时丰庆纯债债券
005622,博时富安3个月定开债发起式
003866,博时富诚纯债债券
007517,博时富淳3个月定开债发起式
003207,博时富发纯债债券
004479,博时富和纯债债券
003730,博时富华纯债债券
004168,博时富嘉纯债债券
003162,博时富宁纯债债券
005631,博时富乾3个月定开债发起式
006929,博时富融纯债债券
004200,博时富瑞纯债债券
005183,博时富时中国A股指数
004601,博时富腾纯债债券
003258,博时富祥纯债债券
003703,博时富鑫纯债债券
005820,博时富兴纯债3个月定开债发起式
005462,博时富业3个月定开债发起式
003607,博时富益纯债债券
006582,博时富永3个月定开债发起式
004307,博时富元纯债债券
006714,博时富源纯债债券
002595,博时工业4.0主题股票
004334,博时广利3个月定开债
001277,博时国企改革主题股票
004841,博时合惠货币A
004137,博时合惠货币B
004985,博时合晶货币
002960,博时合利货币
003206,博时合鑫货币
160524,博时弘泰混合
160520,博时弘盈定期开放混合A
160521,博时弘盈定期开放混合C
050016,博时宏观回报债券A/B
050116,博时宏观回报债券C
005265,博时厚泽回报灵活配置混合A
005266,博时厚泽回报灵活配置混合C
001125,博时互联网主题灵活配置混合
001824,博时沪港深成长企业
004091,博时沪港深价值优选A
004092,博时沪港深价值优选C
001215,博时沪港深优质企业混合A
002555,博时沪港深优质企业混合C
050002,博时沪深300指数A
002385,博时沪深300指数C
960022,博时沪深300指数R
004458,博时华盈纯债债券
159937,博时黄金ETF
000929,博时黄金ETFD
000930,博时黄金ETFI
002610,博时黄金ETF联接A
002611,博时黄金ETF联接C
050022,博时回报混合
004366,博时汇享纯债债券A
004367,博时汇享纯债债券C
006813,博时汇悦回报混合
004448,博时汇智回报混合
003963,博时慧选纯债3个月定期开放债券
050201,博时价值增长贰号混合
050001,博时价值增长混合
050004,博时精选混合
003023,博时景发纯债债券
002775,博时景兴纯债债券
003259,博时聚利纯债债券
002781,博时聚瑞纯债6个月定期开放债券
002930,博时聚润纯债债券
002929,博时聚盈纯债债券
003188,博时聚源纯债债券
004698,博时军工主题股票
050020,博时抗通胀增强回报(QDII-FOF)
003331,博时乐臻定开混合
003260,博时利发纯债债券
005635,博时量化多策略股票A
005636,博时量化多策略股票C
005960,博时量化价值股票A
005961,博时量化价值股票C
004495,博时量化平衡混合
003708,博时民丰纯债债券A
003709,博时民丰纯债债券C
004136,博时民泽纯债债券
000264,博时内需增长混合
004434,博时逆向投资混合A
004435,博时逆向投资混合C
050007,博时平衡配置混合
006158,博时荣享回报混合A
006159,博时荣享回报混合C
160519,博时睿利事件驱动混合(LOF)
160522,博时睿益事件驱动混合(LOF)
160518,博时睿远事件驱动混合(LOF)
510710,博时上证50ETF
001237,博时上证50ETF联接A
005737,博时上证50ETF联接C
510020,博时上证超大盘ETF
050013,博时上证超大盘ETF联接
510410,博时上证自然资源ETF
050024,博时上证自然资源ETF联接
000277,博时双月薪定期支付债券
001236,博时丝路主题股票A
002556,博时丝路主题股票C
000200,博时岁岁增利一年定期开放债券
050010,博时特许价值混合A
960026,博时特许价值混合R
000734,博时天天增利货币A
000735,博时天天增利货币B
050023,博时天颐债券A
050123,博时天颐债券C
001308,博时外服货币
002142,博时外延增长主题灵活配置混合
002424,博时文体娱乐
050106,博时稳定价值债券A
050006,博时稳定价值债券B
160513,博时稳健回报债券A(LOF)
160514,博时稳健回报债券C
000730,博时现金宝货币A
000891,博时现金宝货币B
002855,博时现金宝货币C
050003,博时现金收益货币A
000665,博时现金收益货币B
001522,博时新策略混合A
001523,博时新策略混合C
001424,博时新起点混合A
001425,博时新起点混合C
002095,博时新收益灵活配置混合A
002096,博时新收益灵活配置混合C
050009,博时新兴成长混合
004505,博时新兴消费主题混合
004149,博时鑫惠混合A
004150,博时鑫惠混合C
002558,博时鑫瑞混合A
002559,博时鑫瑞混合C
003950,博时鑫润混合A
003951,博时鑫润混合C
004175,博时鑫泰混合A
004176,博时鑫泰混合C
003119,博时鑫源灵活配置混合A
003120,博时鑫源灵活配置混合C
003434,博时鑫泽混合A
003435,博时鑫泽混合C
050027,博时信用纯债债券A
001661,博时信用纯债债券C
050011,博时信用债券A/B
050111,博时信用债券C
960027,博时信用债券R
004282,博时兴荣货币
004060,博时兴盛货币
050018,博时行业轮动混合
050203,博时亚洲票息收益(QDII)美元钞
050202,博时亚洲票息收益(QDII)美元汇
050030,博时亚洲票息收益债券(QDII)
512960,博时央企结构调整ETF
050026,博时医疗保健行业混合
002813,博时颐泰混合A
002814,博时颐泰混合C
007070,博时颐泽养老(FOF)A
007071,博时颐泽养老(FOF)C
150267,博时银行A
150268,博时银行B
160517,博时银行分级
002588,博时银智大数据100A
004416,博时银智大数据100C
160526,博时优势企业A
007234,博时优势企业C
002447,博时裕安纯债债券
002970,博时裕昂纯债债券
002140,博时裕诚纯债债券
002754,博时裕创纯债债券
002198,博时裕达纯债债券
002568,博时裕发纯债债券
002109,博时裕丰纯债3个月定期开放债券
001911,博时裕恒纯债债券
002569,博时裕弘纯债债券
001545,博时裕嘉纯债3个月发起式
002519,博时裕景纯债债券
002206,博时裕康纯债
002143,博时裕坤3个月定开债
002698,博时裕利纯债债券
000652,博时裕隆灵活配置混合
004118,博时裕鹏纯债债券
002175,博时裕乾纯债债券A
002404,博时裕乾纯债债券C
002578,博时裕泉纯债债券
001961,博时裕荣纯债债券
001578,博时裕瑞纯债债券
002755,博时裕盛纯债债券型
002811,博时裕顺纯债债券
001993,博时裕泰纯债债券
002354,博时裕腾纯债债券
002716,博时裕通3个月定开债A
002812,博时裕通3个月定开债C
002466,博时裕新纯债债券
000219,博时裕益混合
001546,博时裕盈纯债3个月定期开放债券
000246,博时月月薪定期支付债券
000783,博时月月盈短期理财债券A
000784,博时月月盈短期理财债券R
003268,博时悦楚纯债债券
004677,博时战略新兴产业混合
003566,博时臻选纯债债券
160516,博时证保分级
150225,博时证保分级A
150226,博时证保分级B
003210,博时智臻纯债债券
007147,博时中债1-3年国开行A
007148,博时中债1-3年国开行C
006633,博时中债1-3政金债指数A
006634,博时中债1-3政金债指数C
006727,博时中债3-5进出口行A
006728,博时中债3-5进出口行C
007485,博时中债3-5年国开行A
007486,博时中债3-5年国开行C
006848,博时中债5-10农发行A
006849,博时中债5-10农发行C
159968,博时中证500ETF
005062,博时中证500指数增强A
005795,博时中证500指数增强C
001242,博时中证淘金大数据100A
001243,博时中证淘金大数据100I
006438,博时中证央企结构调整交易A
006439,博时中证央企结构调整交易C
160505,博时主题行业混合(LOF)
050019,博时转债增强债券A
050119,博时转债增强债券C
160512,博时卓越品牌混合(LOF)
004786,渤海汇金汇添金货币A
004787,渤海汇金汇添金货币B
005428,渤海汇金汇添益3个月定开
005427,渤海汇金汇增利3个月定开
005021,渤海汇金量化汇盈灵活配置混合
005429,渤海汇金睿选混合A
005430,渤海汇金睿选混合C
006965,财通安瑞短债债券A
006966,财通安瑞短债债券C
002957,财通财通宝货币A
002958,财通财通宝货币B
001480,财通成长优选混合
000497,财通纯债债券A
003542,财通纯债债券C
501026,财通多策略福享混合(LOF)
501046,财通多策略福鑫定期开放混合
501001,财通多策略精选混合(LOF)
501015,财通多策略升级混合(LOF)
720002,财通多策略稳健增长债券A
003205,财通多策略稳健增长债券C
501028,财通福瑞混合发起(LOF)
501032,财通福盛定增定期开放灵活配置混合
501055,财通福佑定开混合发起
005854,财通汇利纯债债券
006502,财通集成电路产业股票A
006503,财通集成电路产业股票C
720001,财通价值动量混合
005853,财通聚利纯债债券
000017,财通可持续混合
006157,财通量化核心优选混合
005850,财通量化价值优选混合
720003,财通收益增强债券A
003204,财通收益增强债券C
005851,财通新视野混合A
005959,财通新视野混合C
006522,财通新兴蓝筹混合A
006523,财通新兴蓝筹混合C
006658,财通中证香港红利等权投资指数A
006659,财通中证香港红利等权投资指数C
005307,财通资管鸿达纯债债券A
005308,财通资管鸿达纯债债券C
005882,财通资管鸿达纯债债券E
006542,财通资管鸿利中短债债券A
006543,财通资管鸿利中短债债券C
005684,财通资管鸿睿12个月定期开放债券A
005685,财通资管鸿睿12个月定期开放债券C
006360,财通资管鸿益中短债债券A
006361,财通资管鸿益中短债债券C
006799,财通资管鸿运中短债债券A
006800,财通资管鸿运中短债债券C
002901,财通资管积极收益债券A
002902,财通资管积极收益债券C
006162,财通资管积极收益债券E
005680,财通资管价值成长混合
005686,财通资管瑞享12个月定期开放混合
005731,财通资管睿智6个月定期开放债券
005682,财通资管消费精选混合
003479,财通资管鑫管家货币A
003480,财通资管鑫管家货币B
004900,财通资管鑫锐混合A
004901,财通资管鑫锐混合C
005679,财通资管鑫盛6个月定期开放混合
004888,财通资管鑫逸回报混合A
004889,财通资管鑫逸回报混合C
169301,财通资管中证500指数增强(LOF)A
169302,财通资管中证500指数增强(LOF)C
000496,长安产业精选混合A
002071,长安产业精选混合C
740001,长安宏观策略混合
004907,长安泓沣中短债债券A
004908,长安泓沣中短债债券C
005345,长安泓润纯债债券A
005346,长安泓润纯债债券C
004897,长安泓源纯债债券A
004898,长安泓源纯债债券C
003731,长安泓泽纯债债券A
003732,长安泓泽纯债债券C
740101,长安沪深300非周期指数
740601,长安货币A
740602,长安货币B
001657,长安鑫富领先混合
001281,长安鑫利优选灵活配置混合A
002072,长安鑫利优选灵活配置混合C
005049,长安鑫旺价值混合A
005050,长安鑫旺价值混合C
005477,长安鑫禧灵活配置混合A
005478,长安鑫禧灵活配置混合C
005186,长安鑫兴混合A
005187,长安鑫兴混合C
002146,长安鑫益增强混合A
002147,长安鑫益增强混合C
006371,长安鑫盈混合A
006372,长安鑫盈混合C
005743,长安裕隆灵活配置A
005744,长安裕隆灵活配置C
005343,长安裕盛灵活配置混合A
005344,长安裕盛灵活配置混合C
005341,长安裕泰混合A
005342,长安裕泰混合C
005588,长安裕腾混合A
005592,长安裕腾混合C
200007,长城安心回报混合
001879,长城创业板指数增强发起式A
006928,长城创业板指数增强发起式C
000254,长城定期开放债券A
000255,长城定期开放债券C
001255,长城改革红利灵活配置混合
007132,长城港股通价值精选多策略混合
000615,长城工资宝货币A
004568,长城工资宝货币B
007047,长城核心优势混合
000030,长城核心优选混合
000977,长城环保主题灵活配置混合
200003,长城货币A
200103,长城货币B
000861,长城货币E
200013,长城积极增利债券A
200113,长城积极增利债券C
200011,长城景气行业龙头混合
002542,长城久鼎保本混合
162006,长城久富核心成长混合(LOF)
200001,长城久恒灵活配置混合
001363,长城久惠灵活配置混合
004666,长城久嘉创新成长混合
005845,长城久荣纯债定开债券
002512,长城久润混合
200002,长城久泰沪深300指数A
006912,长城久泰沪深300指数C
003290,长城久稳债券
001613,长城久祥混合
000649,长城久鑫灵活配置混合
003546,长城久信债券
002543,长城久益混合A
002544,长城久益混合C
002703,长城久源保本混合
006254,长城久悦债券
006926,长城量化精选股票
200008,长城品牌优选混合
004972,长城收益宝货币A
004973,长城收益宝货币B
200010,长城双动力混合
000333,长城稳固收益债券A
000334,长城稳固收益债券C
200016,长城稳健成长灵活配置混合
200009,长城稳健增利债券
200006,长城消费增值混合
000976,长城新兴产业灵活配置混合
002227,长城新优选混合A
002228,长城新优选混合C
002296,长城行业轮动混合
006769,长城研究精选混合
000339,长城医疗保健混合
200015,长城优化升级混合
005738,长城智能产业混合
001880,长城中国智造灵活配置混合
200012,长城中小盘成长混合
006048,长城中证500指数增强A
007413,长城中证500指数增强C
001296,长城转型成长灵活配置混合
005757,长江汇聚量化多因子
006618,长江可转债债券A
006619,长江可转债债券C
005070,长江乐丰纯债
003363,长江乐享货币A
003364,长江乐享货币B
003365,长江乐享货币C
006135,长江乐鑫纯债定期开放债券
005158,长江乐盈定开债
005828,长江乐越定期开放债券
006911,长江量化匠心甄选A
006957,长江量化匠心甄选C
003336,长江收益增强债券
005016,长江优享货币A
005017,长江优享货币B
006902,长盛安鑫中短债债券A
006903,长盛安鑫中短债债券C
080001,长盛成长价值混合
000354,长盛城镇化主题混合
004745,长盛创新驱动灵活配置混合
080002,长盛创新先锋混合
080012,长盛电子信息产业混合
000063,长盛电子信息主题灵活配置混合
510081,长盛动态精选混合
006478,长盛多因子策略优选股票
000534,长盛高端装备混合
001239,长盛国企改革主题灵活配置混合
000535,长盛航天海工灵活配置混合
002085,长盛互联网+主题灵活配置混合
002732,长盛沪港深优势精选灵活配置混合
160807,长盛沪深300指数(LOF)
080006,长盛环球行业混合(QDII)
080011,长盛货币A
005230,长盛货币B
080003,长盛积极配置债券
003510,长盛可转债债券A
003511,长盛可转债债券C
003658,长盛量化多策略混合
080005,长盛量化红利混合
000225,长盛年年收益定期债券A
000226,长盛年年收益定期债券C
510080,长盛全债指数增强债券
502041,长盛上证50A
502042,长盛上证50B
502040,长盛上证50指数分级
000598,长盛生态环境主题灵活配置混合
003594,长盛盛崇灵活配置混合A
003595,长盛盛崇灵活配置混合C
003641,长盛盛丰灵活配置混合A
003642,长盛盛丰灵活配置混合C
002927,长盛盛和纯债债券A
002928,长盛盛和纯债债券C
003169,长盛盛辉混合A
003170,长盛盛辉混合C
004466,长盛盛杰一年期定期开放混合
003099,长盛盛景纯债债券A
003100,长盛盛景纯债债券C
003922,长盛盛康纯债A
003923,长盛盛康纯债C
003199,长盛盛琪一年期定期开放债券A
003200,长盛盛琪一年期定期开放债券C
002156,长盛盛世灵活配置混合A
002157,长盛盛世灵活配置混合C
003102,长盛盛裕纯债债券A
003103,长盛盛裕纯债债券C
000424,长盛添利宝货币A
000425,长盛添利宝货币B
519039,长盛同德主题混合
006199,长盛同锦研究精选混合
160806,长盛同庆中证800(LOF)
150064,长盛同瑞A
150065,长盛同瑞B
160808,长盛同瑞中证200分级
160813,长盛同盛成长优选灵活配置(LOF)
002789,长盛同享灵活配置混合A
002790,长盛同享灵活配置混合C
080007,长盛同鑫行业配置混合
160812,长盛同益成长回报(LOF)
160805,长盛同智优势混合(LOF)
001892,长盛新兴成长主题灵活配置混合
004397,长盛信息安全量化策略灵活配置混合
007063,长盛研发回报混合
000684,长盛养老健康产业灵活配置混合
002300,长盛医疗行业量化配置股票
080008,长盛战略新兴产业A
001834,长盛战略新兴产业C
080015,长盛中小盘精选混合
519100,长盛中证100指数
150281,长盛中证金融地产A
150282,长盛中证金融地产B
160814,长盛中证金融地产分级
502054,长盛中证全指证券公司A
502055,长盛中证全指证券公司B
502014,长盛中证申万一带一路A
502015,长盛中证申万一带一路B
502013,长盛中证申万一带一路指数分级
502053,长盛中证证券公司分级
001197,长盛转型升级主题灵活配置混合
519981,长信标普100等权重指数(QDII)
005134,长信长金通货币A
005135,长信长金通货币B
519935,长信创新驱动股票
003126,长信纯债半年债券A
003127,长信纯债半年债券C
519973,长信纯债一年定期开放A
519972,长信纯债一年定期开放C
519985,长信纯债壹号债券A
004220,长信纯债壹号债券C
004925,长信低碳环保行业量化股票
519929,长信电子信息行业量化混合
519959,长信多利灵活配置混合
519945,长信富安纯债半年定期开放债券A
519944,长信富安纯债半年定期开放债券C
005068,长信富海纯债一年定期开放债券A
519953,长信富海纯债一年定期开放债券C
005069,长信富民纯债一年定期开放债券A
519955,长信富民纯债一年定期开放债券C
002858,长信富平纯债一年定期开放A
002859,长信富平纯债一年定期开放C
519941,长信富全纯债一年定期开放债券A
519940,长信富全纯债一年定期开放债券C
519971,长信改革红利灵活配置
002983,长信国防军工量化灵活配置混合
005305,长信合利混合A
005306,长信合利混合C
519987,长信恒利优势混合
005137,长信沪深300指数增强A
007448,长信沪深300指数增强C
005392,长信价值蓝筹两年定开混合
501002,长信价值优选混合
002254,长信金葵纯债一年定期开放债券A
002255,长信金葵纯债一年定期开放债券C
519995,长信金利趋势混合
519977,长信可转债债券A
519976,长信可转债债券C
004608,长信乐信灵活配置混合A
004609,长信乐信灵活配置混合C
519947,长信利保债券
519933,长信利发债券
519989,长信利丰债券C
004651,长信利丰债券E
519967,长信利富债券
519961,长信利广灵活配置混合A
519960,长信利广灵活配置混合C
519943,长信利率债债券A
519942,长信利率债债券C
004607,长信利尚一年定期开放混合
519951,长信利泰灵活配置混合
519999,长信利息收益货币A
519998,长信利息收益货币B
163003,长信利鑫(LOF)C
163008,长信利鑫A
519949,长信利信灵活配置混合A
007293,长信利信灵活配置混合C
007294,长信利信灵活配置混合E
519963,长信利盈灵活配置混合A
519962,长信利盈灵活配置混合C
163007,长信利众债券(LOF)A
163005,长信利众债券(LOF)C
519965,长信量化多策略股票A
004858,长信量化多策略股票C
005399,长信量化价值驱动混合
519983,长信量化先锋混合A
004221,长信量化先锋混合C
519975,长信量化中小盘股票
519979,长信内需成长混合A
006397,长信内需成长混合E
005589,长信企业精选两年定期开放灵活混合
004999,长信全球债券(QDII)美元
004998,长信全球债券(QDII)人民币
519957,长信睿进混合A
519956,长信睿进混合C
519931,长信上证港股通指数
519991,长信双利优选混合A
006396,长信双利优选混合E
002996,长信稳健纯债债券A
006047,长信稳健纯债债券E
005976,长信稳进资产配置混合(FOF)
003869,长信稳势纯债债券
004887,长信稳通三个月定期开放债券
005575,长信稳鑫三个月定期开放债券
003349,长信稳益纯债债券
006174,长信稳裕三个月定期开放债券
004806,长信先机两年定期开放灵活配置混合
003059,长信先利半年定期开放混合
519937,长信先锐债券
004885,长信先优债券
004805,长信消费精选行业量化股票
519969,长信新利灵活配置混合
163001,长信医疗保健混合(LOF)
519997,长信银利精选混合
519993,长信增利动态混合
004945,长信中证500指数增强
005567,创金合信MSCI中国A股国际指数A
005568,创金合信MSCI中国A股国际指数C
005799,创金合信春来回报一年期定期开放A
005800,创金合信春来回报一年期定期开放C
005968,创金合信工业周期股票A
005969,创金合信工业周期股票C
004112,创金合信国企活力混合
005563,创金合信国证1000指数A
005564,创金合信国证1000指数C
005565,创金合信国证2000指数A
005566,创金合信国证2000指数C
005414,创金合信国证A股指数A
005415,创金合信国证A股指数C
006076,创金合信恒利超短债债券A
006077,创金合信恒利超短债债券C
006874,创金合信恒兴中短债债券A
006875,创金合信恒兴中短债债券C
001662,创金合信沪港深研究精选灵活混合
002310,创金合信沪深300指数增强型A
002315,创金合信沪深300指数增强型C
005782,创金合信汇益纯债一年定开债券A
005783,创金合信汇益纯债一年定开债券C
005784,创金合信汇誉纯债六个月定开债券A
005785,创金合信汇誉纯债六个月定开债券C
001909,创金合信货币
002463,创金合信价值红利混合A
005404,创金合信价值红利混合C
003232,创金合信金融地产精选股票A
003233,创金合信金融地产精选股票C
001199,创金合信聚利债券A
001200,创金合信聚利债券C
005495,创金合信科技成长股票A
005496,创金合信科技成长股票C
002210,创金合信量化多因子股票A
003865,创金合信量化多因子股票C
003241,创金合信量化发现灵活配置混合A
003242,创金合信量化发现灵活配置混合C
004359,创金合信量化核心混合A
004360,创金合信量化核心混合C
003190,创金合信消费主题股票A
003191,创金合信消费主题股票C
005927,创金合信新能源汽车主题股票A
005928,创金合信新能源汽车主题股票C
006824,创金合信鑫日享短债债券A
006825,创金合信鑫日享短债债券C
003749,创金合信鑫收益混合A
003750,创金合信鑫收益混合C
006906,创金合信鑫收益混合E
003230,创金合信医疗保健股票A
003231,创金合信医疗保健股票C
003622,创金合信优价成长股票A
003623,创金合信优价成长股票C
005076,创金合信优选回报混合
003646,创金合信中证1000指数增强A
003647,创金合信中证1000指数增强C
002311,创金合信中证500指数增强型A
002316,创金合信中证500指数增强型C
005561,创金合信中证红利低波动指数A
005562,创金合信中证红利低波动指数C
002101,创金合信转债精选债券A
002102,创金合信转债精选债券C
003624,创金合信资源主题精选股票A
003625,创金合信资源主题精选股票C
003192,创金合信尊丰纯债债券
004322,创金合信尊隆纯债债券
002438,创金合信尊盛纯债债券
003289,创金合信尊泰纯债债券
002336,创金合信尊享纯债债券
002337,创金合信尊盈纯债债券
003193,创金合信尊智纯债债券
159923,大成100ETF
090006,大成2020生命周期混合
096001,大成标普500等权重指数(QDII)
090007,大成策略回报混合
160919,大成产业升级股票(LOF)
160910,大成创新成长混合(LOF)
003147,大成动态量化配置策略混合
160921,大成多策略混合(LOF)
000626,大成丰财宝货币A
000627,大成丰财宝货币B
000628,大成高新技术产业股票型
002567,大成国家安全主题灵活配置混合
002258,大成国企改革灵活配置混合
160923,大成海外中国机会混合(QDII-LOF)
090011,大成核心双动力混合
001697,大成恒丰宝货币A
001698,大成恒丰宝货币B
001699,大成恒丰宝货币E
160924,大成恒生指数(QDII-LOF)
160922,大成恒生综合中小型股指数
001144,大成互联网思维混合
519300,大成沪深300指数A/B
007096,大成沪深300指数C
006812,大成惠福纯债债券
003574,大成惠利纯债债券
004389,大成惠明定开纯债债券
004117,大成惠祥纯债债券
003575,大成惠益纯债债券
003841,大成惠裕定开纯债债券
002200,大成慧成货币A
002201,大成慧成货币B
002202,大成慧成货币E
090005,大成货币A
091005,大成货币B
519017,大成积极成长混合
090001,大成价值增长混合
090020,大成健康产业混合
090004,大成精选增值混合
000128,大成景安短融债券A
000129,大成景安短融债券B
002086,大成景安短融债券E
160915,大成景丰债券((LOF)
090019,大成景恒混合A
006038,大成景恒混合C
003373,大成景禄灵活配置混合A
003374,大成景禄灵活配置混合C
002644,大成景荣债券A
002645,大成景荣债券C
001364,大成景润灵活配置混合
003692,大成景尚灵活配置混合A
003693,大成景尚灵活配置混合C
002946,大成景盛一年定期开放债券A
002947,大成景盛一年定期开放债券C
000130,大成景兴信用债债券A
000131,大成景兴信用债债券C
000152,大成景旭纯债债券A
006674,大成景旭纯债债券B
000153,大成景旭纯债债券C
519019,大成景阳领先混合
000695,大成景益平稳收益混合
006811,大成景盈债券
090013,大成竞争优势混合
001791,大成绝对收益策略混合A
001792,大成绝对收益策略混合C
090017,大成可转债增强债券
090003,大成蓝筹稳健混合
000587,大成灵活配置混合
090015,大成内需增长混合A
960018,大成内需增长混合H
000834,大成纳斯达克100指数(QDII)
002383,大成趋势回报灵活配置混合
001300,大成睿景灵活配置混合A
001301,大成睿景灵活配置混合C
159906,大成深证成长40ETF
090012,大成深证成长40ETF联接
159943,大成深证成份ETF
